fusion,variant,replicates,coda_correspondence,fused_ms,fused_mapping,unfused_total_ms,speedup,n_unfused_kernels,unfused_k1_name,unfused_k1_ms,unfused_k1_mapping,unfused_k2_name,unfused_k2_ms,unfused_k2_mapping,unfused_k3_name,unfused_k3_ms,unfused_k3_mapping,notes
#1 o_proj + ResAdd,triton,"vendor cuBLAS-equivalent epilogue (torch.addmm, beta=1)",yes - GEMM + residual-add epilogue,0.6507,BM128 BN256 BK64 GM8 SK2 w16 s4 TMA WS,0.6502,0.9997,2,o_proj GEMM,,BM128 BN256 BK64 GM8 SK2 w16 s4 TMA WS,residual add (elementwise),0.0192,BLK512 w1 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9997, trimmed 0.9995, per-round p10-p90 0.9959-1.0028, fused faster in 43% of 150 rounds; Hopper axes selected by the tuner: fused=TMA, warp-spec / unfused=TMA, warp-spec; unfused_k1_ms is EMPTY on purpose: bench_f01 times the unfused arm only as a chain (GEMM + epilogue), so the o_proj GEMM alone was never measured on this device; unfused_k2_ms is the epilogue's own tuned standalone best, behind its own L2 flush, so it does not sum to unfused_total_ms; SPLIT_K>1 (fused SK=2, unfused SK=2) adds an fp32 zero-init kernel to the chain -- both arms pay it, and n_unfused_kernels counts the GEMM and the epilogue only; tuner budget per arm (timed/failed): fused 251/7, unfused 251/17 -- 3% of the fused arm's configs failed vs 7% of the unfused arm's; vendor cuBLAS line on the same tensors: addmm(beta=1) 0.6051 ms vs mm+add 0.6046 ms -> 0.9983x (paired); triton fused is 0.930x the vendor fused time; MEASURED ON GPU b2318e71 (family f01), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#3 ResAdd + RMSNorm,-,sglang fused_add_rmsnorm,no - no GEMM involved,0.0878,BN2048 ROWS2 EVICT1 CAP528 w8 s1,0.1708,1.9486,2,residual add,0.0149,BN8192 ROWS8 w32 s2,rmsnorm,0.0121,BN2048 ROWS1 w8 s2,,,,"FLAG(summary.json): ""ABOVE CEILING: 1.949x vs modelled ceiling 1.250x""; paired statistic from the SAME interleaved run: paired per-round median 1.9486, trimmed 1.9514, per-round p10-p90 1.8107-2.1158, fused faster in 99% of 150 rounds; within-window drift: fused -33.2%, unfused -27.2% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): none -- NOT offered: TMA, warp specialization, clusters (this kernel module advertises no cfg key for it); tuner budget per arm (timed/failed): fused 226/0, unfused 428/0 -- 0% of the fused arm's configs failed vs 0% of the unfused arm's; per-kernel times are each kernel's own tuned best, while the chain ran jointly re-tuned configs (add: BN8192 ROWS8 w32 s1 | norm: BN4096 ROWS1 EVICT1 w4 s2) -- a stage the unfused side gets and the fused side cannot use; fused output bitwise-identical to unfused: False; DRAM-traffic ceiling 1.25x (MODELLED), h1 (12582912 B) fits this device's 60 MB L2: True; reference lines: torch eager 0.1732 ms, torch.compile 0.0921 ms; MEASURED ON GPU b2318e71 (family f03), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#5 RMSNorm + Router,F5,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1361,BM16 BK128 BE256 NBK256 w16 s3,0.1965,1.5026,2,rmsnorm,0.0165,BM1 BK2048 BE256 w2 s2,router GEMM (fp32),0.0362,BM16 BK64 BE256 w8 s4 CTAS2,,,,"FLAG(summary.json): ""DRIFT: paired 1.5026x vs ratio-of-medians 1.4442x differ by >2%; the machine moved during this cell""; paired statistic from the SAME interleaved run: paired per-round median 1.5026, trimmed 1.4900, per-round p10-p90 1.3668-1.6149, fused faster in 99% of 150 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 5.0% (order_gap_frac); within-window drift: fused -30.2%, unfused -34.8% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 557/208, unfused 323/14 -- 37% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM4 BK2048 BE256 w8 s2 | gemm: BM16 BK128 BE256 w4 s3); ceiling for this cell 1.498x, traffic_ratio_model 1.429x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.1067 ms, bf16 0.0160 ms, torch reference chain 0.2673 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#5 RMSNorm + Router + TopK,F5_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.135,BM16 BK128 BE256 NBK256 w16 s3,0.2717,2.0593,3,rmsnorm,0.0165,BM1 BK2048 BE256 w2 s2,router GEMM (fp32),0.0362,BM16 BK64 BE256 w8 s4 CTAS2,sigmoid + noaux_tc top-8,0.0185,BM32 BK32 BE256 w16 s2,"FLAG(summary.json): ""DRIFT: paired 2.0593x vs ratio-of-medians 2.0121x differ by >2%; the machine moved during this cell""; FLAG(summary.json): ""ABOVE CEILING: 2.059x vs modelled ceiling 1.498x""; paired statistic from the SAME interleaved run: paired per-round median 2.0593, trimmed 2.0755, per-round p10-p90 1.8214-2.3140, fused faster in 100% of 150 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 14.7% (order_gap_frac); within-window drift: fused -32.2%, unfused -36.3% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 301/101, unfused 365/14 -- 34% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM1 BK2048 BE256 w8 s2 | gemm: BM16 BK128 BE256 w4 s3 | topk: BM32 BK32 BE256 w16 s2); ceiling for this cell 1.498x, traffic_ratio_model 1.429x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.1067 ms, bf16 0.0160 ms, torch reference chain 0.2673 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#4 ResAdd + RMSNorm + Router,F4,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.155,BM16 BK128 BE256 NBK256 w16 s3 WS,0.2123,1.3623,2,add+rmsnorm (fusion #3 already applied),0.0183,BM1 BK2048 BE256 EVICT1 w8 s2,router GEMM (fp32),0.0362,BM16 BK64 BE256 w8 s4 CTAS2,,,,"paired statistic from the SAME interleaved run: paired per-round median 1.3623, trimmed 1.3627, per-round p10-p90 1.2702-1.4588, fused faster in 100% of 150 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 4.8% (order_gap_frac); within-window drift: fused -24.3%, unfused -32.1% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=warp-spec / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 557/208, unfused 323/14 -- 37% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM2 BK2048 BE256 EVICT1 w8 s2 | gemm: BM16 BK128 BE256 w4 s3); ceiling for this cell 1.499x, traffic_ratio_model 1.462x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.1067 ms, bf16 0.0160 ms, torch reference chain 0.3363 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#4 ResAdd + RMSNorm + Router + TopK,F4_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1494,BM16 BK128 BE256 NBK256 w16 s3,0.2763,1.9541,3,add+rmsnorm (fusion #3 already applied),0.0183,BM1 BK2048 BE256 EVICT1 w8 s2,router GEMM (fp32),0.0362,BM16 BK64 BE256 w8 s4 CTAS2,sigmoid + noaux_tc top-8,0.0185,BM32 BK32 BE256 w16 s2,"FLAG(summary.json): ""DRIFT: paired 1.9541x vs ratio-of-medians 1.8494x differ by >2%; the machine moved during this cell""; FLAG(summary.json): ""ABOVE CEILING: 1.954x vs modelled ceiling 1.499x""; paired statistic from the SAME interleaved run: paired per-round median 1.9541, trimmed 1.9650, per-round p10-p90 1.7276-2.1935, fused faster in 100% of 150 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 14.6% (order_gap_frac); within-window drift: fused -28.4%, unfused -33.2% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 301/101, unfused 365/14 -- 34% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM4 BK2048 BE256 EVICT1 w8 s2 | gemm: BM16 BK128 BE256 w4 s3 | topk: BM32 BK32 BE256 w16 s2); ceiling for this cell 1.499x, traffic_ratio_model 1.462x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.1067 ms, bf16 0.0160 ms, torch reference chain 0.3363 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#6 Up_Gate + SwiGLU,-,sglang fused_moe_kernel (GEMM1) + silu_and_mul,yes - GEMM + activation epilogue,2.9709,BM64 BN128 BK64 GM1 w8 s4 TMA,2.9547,0.9948,2,"w13 grouped GEMM -> [rows, 2I]",2.9315,BM64 BN128 BK128 GM1 w8 s4 WS,silu_and_mul,0.0341,BM32 BN128 w16 s2,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9948, trimmed 0.9951, per-round p10-p90 0.9926-1.0004, fused faster in 11% of 150 rounds; within-window drift: fused 5.2%, unfused 5.9% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=TMA / unfused=warp-spec; tuner budget per arm (timed/failed): fused 228/56, unfused 494/31 -- 25% of the fused arm's configs failed vs 6% of the unfused arm's; per-kernel unfused times are measured at the SAME configs the chain ran (gemm_cfg / act_cfg), each behind its own L2 flush, so they need not sum to unfused_total_ms; SMEM: fused winner 160 KB, unfused winner 192 KB, the unfused winner's tile IF FUSED would need 320 KB against a 227 KB opt-in ceiling -- so the fused side still cannot reach the unfused winner's tile, the same constraint C500 hit at a 4x smaller ceiling; kernel stats: fused regs 98 spills 0 smem 163904 B | unfused GEMM regs 88 spills 0 smem 196608 B; throughput: fused 138.8 TF/s, unfused 139.5 TF/s, vendor grouped BLAS 15.6622 ms (26.3 TF/s); MEASURED ON GPU b2318e71 (family f06), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#8 Down + Expert Merge,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,1.5809,gemm: BM64 BN128 BK64 GM1 w8 s3 TMA WS | seed: torch,1.5709,0.9936,2,"w2 grouped down GEMM -> [rows, H]",1.5381,BM64 BN128 BK64 GM1 w8 s3 TMA WS,moe_sum (expert merge over top-8),0.0409,BM1 BD2048 w16 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9936, trimmed 0.9936, per-round p10-p90 0.9911-0.9959, fused faster in 0% of 150 rounds; Hopper axes selected by the tuner: fused=TMA, warp-spec / unfused=TMA, warp-spec; tuner budget per arm (timed/failed): fused 257/48, unfused 384/34 -- 19% of the fused arm's configs failed vs 9% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; fused arm = zero/residual seed + atomic-merge GEMM, where the seed alone is 0.0089 ms and the atomic GEMM alone 1.5716 ms, and fused_ms includes both. bf16 atomics make the fused output non-deterministic (LOG-08 F6); atomic accumulator 12582912 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 14.1051 ms, GEMM+merge 14.1779 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#8 Down + Expert Merge,token-major,none (custom),"partial - fused epilogue, but a different grid",43.4901,BM16 BN64 BK256 w4 s3 USE_DOT=True,1.5678,0.0361,2,"w2 grouped down GEMM -> [rows, H]",1.5381,BM64 BN128 BK64 GM1 w8 s3 TMA WS,moe_sum (expert merge over top-8),0.0409,BM1 BD2048 w16 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.0361, trimmed 0.0361, per-round p10-p90 0.0360-0.0361, fused faster in 0% of 150 rounds; hwinfo bracket flagged the measurement window SUSPECT: new throttle reasons: SwPowerCap; Hopper axes selected by the tuner: fused=none / unfused=TMA, warp-spec; tuner budget per arm (timed/failed): fused 30/0, unfused 384/34 -- 0% of the fused arm's configs failed vs 9% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; scored against the EXPERT-major baseline; part of any win is the grid change, not the fusion (LOG-08 F3); atomic accumulator 12582912 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 14.1051 ms, GEMM+merge 14.1779 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#9 Down + Expert Merge + ResAdd2,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,1.5835,gemm: BM64 BN128 BK64 GM1 w8 s3 TMA WS | seed: torch,1.5848,1.0009,3,"w2 grouped down GEMM -> [rows, H]",1.5381,BM64 BN128 BK64 GM1 w8 s3 TMA WS,moe_sum (expert merge over top-8),0.0409,BM1 BD2048 w16 s1,residual add 2,0.0194,BM8 BN256 w16 s1,"paired statistic from the SAME interleaved run: paired per-round median 1.0009, trimmed 1.0011, per-round p10-p90 0.9990-1.0038, fused faster in 73% of 150 rounds; hwinfo bracket flagged the measurement window SUSPECT: new throttle reasons: SwPowerCap; Hopper axes selected by the tuner: fused=TMA, warp-spec / unfused=TMA, warp-spec; tuner budget per arm (timed/failed): fused 247/48, unfused 516/34 -- 19% of the fused arm's configs failed vs 7% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; fused arm = zero/residual seed + atomic-merge GEMM, where the seed alone is 0.0089 ms and the atomic GEMM alone 1.5716 ms, and fused_ms includes both. bf16 atomics make the fused output non-deterministic (LOG-08 F6); unfused_total is the 3-kernel chain, and the strictly better 2-kernel baseline (moe_sum with ADD_RESIDUAL) runs 1.5744 ms -> speedup 0.9943x, which is the honest comparison; atomic accumulator 12582912 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 14.1051 ms, GEMM+merge 14.1779 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
