fusion,variant,replicates,coda_correspondence,fused_ms,fused_mapping,unfused_total_ms,speedup,n_unfused_kernels,unfused_k1_name,unfused_k1_ms,unfused_k1_mapping,unfused_k2_name,unfused_k2_ms,unfused_k2_mapping,unfused_k3_name,unfused_k3_ms,unfused_k3_mapping,notes
#1 o_proj + ResAdd,triton,"vendor cuBLAS-equivalent epilogue (torch.addmm, beta=1)",yes - GEMM + residual-add epilogue,0.127,BM16 BN64 BK64 GM8 SK4 w2 s3 WS,0.1248,0.9923,2,o_proj GEMM,,BM16 BN64 BK64 GM4 SK4 w2 s3 WS,residual add (elementwise),0.0057,BLK2048 w8 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9923, trimmed 0.9899, per-round p10-p90 0.9492-1.0227, fused faster in 27% of 300 rounds; within-window drift: fused -34.5%, unfused -34.7% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=warp-spec / unfused=warp-spec; unfused_k1_ms is EMPTY on purpose: bench_f01 times the unfused arm only as a chain (GEMM + epilogue), so the o_proj GEMM alone was never measured on this device; unfused_k2_ms is the epilogue's own tuned standalone best, behind its own L2 flush, so it does not sum to unfused_total_ms; SPLIT_K>1 (fused SK=4, unfused SK=4) adds an fp32 zero-init kernel to the chain -- both arms pay it, and n_unfused_kernels counts the GEMM and the epilogue only; tuner budget per arm (timed/failed): fused 255/0, unfused 255/0 -- 0% of the fused arm's configs failed vs 0% of the unfused arm's; vendor cuBLAS line on the same tensors: addmm(beta=1) 0.1119 ms vs mm+add 0.1116 ms -> 0.9977x (paired); triton fused is 0.881x the vendor fused time; MEASURED ON GPU b2318e71 (family f01), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#3 ResAdd + RMSNorm,-,sglang fused_add_rmsnorm,no - no GEMM involved,0.0585,BN4096 ROWS1 w4 s2,0.1295,2.2024,2,residual add,0.0076,BN4096 ROWS2 w8 s1,rmsnorm,0.0078,BN4096 ROWS1 w32 s2,,,,"FLAG(summary.json): ""ABOVE CEILING: 2.202x vs modelled ceiling 1.250x""; paired statistic from the SAME interleaved run: paired per-round median 2.2024, trimmed 2.2177, per-round p10-p90 1.9105-2.6533, fused faster in 100% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 3.2% (order_gap_frac); within-window drift: fused -56.5%, unfused -43.1% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): none -- NOT offered: TMA, warp specialization, clusters (this kernel module advertises no cfg key for it); tuner budget per arm (timed/failed): fused 218/0, unfused 460/0 -- 0% of the fused arm's configs failed vs 0% of the unfused arm's; per-kernel times are each kernel's own tuned best, while the chain ran jointly re-tuned configs (add: BN2048 ROWS1 EVICT1 w16 s1 | norm: BN4096 ROWS1 EVICT1 w16 s2) -- a stage the unfused side gets and the fused side cannot use; fused output bitwise-identical to unfused: True; DRAM-traffic ceiling 1.25x (MODELLED), h1 (393216 B) fits this device's 60 MB L2: True; reference lines: torch eager 0.1503 ms, torch.compile 0.0548 ms; MEASURED ON GPU b2318e71 (family f03), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#5 RMSNorm + Router,F5,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1098,BM16 BK128 BE64 NBK256 w8 s2 WS,0.1538,1.4159,2,rmsnorm,0.0152,BM2 BK1024 BE256 w4 s2,router GEMM (fp32),0.0345,BM16 BK64 BE256 w8 s4 CTAS2,,,,"FLAG(summary.json): ""ABOVE CEILING: 1.416x vs modelled ceiling 1.099x""; paired statistic from the SAME interleaved run: paired per-round median 1.4159, trimmed 1.4121, per-round p10-p90 1.1929-1.5575, fused faster in 93% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 5.9% (order_gap_frac); within-window drift: fused -43.6%, unfused -49.0% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=warp-spec / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 557/208, unfused 323/14 -- 37% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM2 BK1024 BE256 w4 s2 | gemm: BM16 BK128 BE256 w4 s3); ceiling for this cell 1.099x, traffic_ratio_model 1.099x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0259 ms, bf16 0.0121 ms, torch reference chain 0.1634 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#5 RMSNorm + Router + TopK,F5_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1104,BM16 BK128 BE256 w16 s3,0.1848,1.6654,3,rmsnorm,0.0152,BM2 BK1024 BE256 w4 s2,router GEMM (fp32),0.0345,BM16 BK64 BE256 w8 s4 CTAS2,sigmoid + noaux_tc top-8,0.0151,BM2 BK32 BE256 w16 s2,"FLAG(summary.json): ""ABOVE CEILING: 1.665x vs modelled ceiling 1.099x""; paired statistic from the SAME interleaved run: paired per-round median 1.6654, trimmed 1.6396, per-round p10-p90 0.8310-2.1743, fused faster in 87% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 14.9% (order_gap_frac); within-window drift: fused -34.2%, unfused -58.3% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 301/101, unfused 365/14 -- 34% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM2 BK1024 BE256 w4 s2 | gemm: BM16 BK128 BE256 w4 s3 | topk: BM2 BK32 BE256 w2 s2); ceiling for this cell 1.099x, traffic_ratio_model 1.099x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0259 ms, bf16 0.0121 ms, torch reference chain 0.1634 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#4 ResAdd + RMSNorm + Router,F4,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1093,BM16 BK128 BE32 NBK256 w8 s2,0.1485,1.3817,2,add+rmsnorm (fusion #3 already applied),0.0151,BM2 BK2048 BE256 w8 s2,router GEMM (fp32),0.0345,BM16 BK64 BE256 w8 s4 CTAS2,,,,"FLAG(summary.json): ""ABOVE CEILING: 1.382x vs modelled ceiling 1.166x""; paired statistic from the SAME interleaved run: paired per-round median 1.3817, trimmed 1.3801, per-round p10-p90 1.1195-1.5340, fused faster in 94% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 6.2% (order_gap_frac); within-window drift: fused -37.2%, unfused -45.6% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 557/208, unfused 323/14 -- 37% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM2 BK2048 BE256 w8 s2 | gemm: BM16 BK128 BE256 w4 s3); ceiling for this cell 1.166x, traffic_ratio_model 1.166x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0259 ms, bf16 0.0121 ms, torch reference chain 0.1994 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#4 ResAdd + RMSNorm + Router + TopK,F4_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1071,BM16 BK128 BE256 w16 s3,0.1724,1.5624,3,add+rmsnorm (fusion #3 already applied),0.0151,BM2 BK2048 BE256 w8 s2,router GEMM (fp32),0.0345,BM16 BK64 BE256 w8 s4 CTAS2,sigmoid + noaux_tc top-8,0.0151,BM2 BK32 BE256 w16 s2,"FLAG(summary.json): ""DRIFT: paired 1.5624x vs ratio-of-medians 1.6100x differ by >2%; the machine moved during this cell""; FLAG(summary.json): ""ABOVE CEILING: 1.562x vs modelled ceiling 1.166x""; paired statistic from the SAME interleaved run: paired per-round median 1.5624, trimmed 1.5066, per-round p10-p90 0.6168-2.1379, fused faster in 81% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 21.1% (order_gap_frac); within-window drift: fused -29.7%, unfused -60.2% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 301/101, unfused 365/14 -- 34% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM2 BK2048 BE256 w32 s2 | gemm: BM16 BK128 BE256 w4 s3 | topk: BM2 BK32 BE256 w2 s2); ceiling for this cell 1.166x, traffic_ratio_model 1.166x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0259 ms, bf16 0.0121 ms, torch reference chain 0.1994 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#6 Up_Gate + SwiGLU,-,sglang fused_moe_kernel (GEMM1) + silu_and_mul,yes - GEMM + activation epilogue,1.8287,BM16 BN32 BK128 GM8 w4 s5 TMA,1.8278,0.9994,2,"w13 grouped GEMM -> [rows, 2I]",1.824,BM16 BN128 BK128 GM8 w4 s5,silu_and_mul,0.0068,BM4 BN512 w8 s2,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9994, trimmed 0.9994, per-round p10-p90 0.9981-1.0007, fused faster in 28% of 300 rounds; Hopper axes selected by the tuner: fused=TMA / unfused=none; tuner budget per arm (timed/failed): fused 222/56, unfused 492/26 -- 25% of the fused arm's configs failed vs 5% of the unfused arm's; per-kernel unfused times are measured at the SAME configs the chain ran (gemm_cfg / act_cfg), each behind its own L2 flush, so they need not sum to unfused_total_ms; SMEM: fused winner 100 KB, unfused winner 180 KB, the unfused winner's tile IF FUSED would need 340 KB against a 227 KB opt-in ceiling -- so the fused side still cannot reach the unfused winner's tile, the same constraint C500 hit at a 4x smaller ceiling; kernel stats: fused regs 67 spills 0 smem 81984 B | unfused GEMM regs 96 spills 0 smem 147456 B; throughput: fused 7.0 TF/s, unfused 7.0 TF/s, vendor grouped BLAS 10.2007 ms (1.3 TF/s); MEASURED ON GPU b2318e71 (family f06), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#8 Down + Expert Merge,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,0.9001,gemm: BM16 BN128 BK128 GM8 w8 s2 WS | seed: torch,0.8929,0.9921,2,"w2 grouped down GEMM -> [rows, H]",0.8886,BM16 BN128 BK128 GM1 w2 s3 CTAS2,moe_sum (expert merge over top-8),0.0068,BM2 BD256 w8 s2,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9921, trimmed 0.9921, per-round p10-p90 0.9891-0.9952, fused faster in 0% of 300 rounds; Hopper axes selected by the tuner: fused=warp-spec / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 238/44, unfused 372/28 -- 18% of the fused arm's configs failed vs 8% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; fused arm = zero/residual seed + atomic-merge GEMM, where the seed alone is 0.0045 ms and the atomic GEMM alone 0.8977 ms, and fused_ms includes both. bf16 atomics make the fused output non-deterministic (LOG-08 F6); atomic accumulator 393216 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 7.9325 ms, GEMM+merge 7.9638 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#8 Down + Expert Merge,token-major,none (custom),"partial - fused epilogue, but a different grid",1.3895,BM16 BN64 BK256 w4 s2 USE_DOT=True,0.8927,0.6424,2,"w2 grouped down GEMM -> [rows, H]",0.8886,BM16 BN128 BK128 GM1 w2 s3 CTAS2,moe_sum (expert merge over top-8),0.0068,BM2 BD256 w8 s2,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.6424, trimmed 0.6421, per-round p10-p90 0.6391-0.6446, fused faster in 0% of 300 rounds; Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 243/0, unfused 372/28 -- 0% of the fused arm's configs failed vs 8% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; scored against the EXPERT-major baseline; part of any win is the grid change, not the fusion (LOG-08 F3); atomic accumulator 393216 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 7.9325 ms, GEMM+merge 7.9638 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#9 Down + Expert Merge + ResAdd2,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,0.9007,gemm: BM16 BN128 BK128 GM8 w8 s2 WS | seed: torch,0.8962,0.9948,3,"w2 grouped down GEMM -> [rows, H]",0.8886,BM16 BN128 BK128 GM1 w2 s3 CTAS2,moe_sum (expert merge over top-8),0.0068,BM2 BD256 w8 s2,residual add 2,0.0057,BM1 BN512 w4 s1,"paired statistic from the SAME interleaved run: paired per-round median 0.9948, trimmed 0.9948, per-round p10-p90 0.9912-0.9984, fused faster in 3% of 300 rounds; Hopper axes selected by the tuner: fused=warp-spec / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 228/44, unfused 504/28 -- 19% of the fused arm's configs failed vs 6% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; fused arm = zero/residual seed + atomic-merge GEMM, where the seed alone is 0.0045 ms and the atomic GEMM alone 0.8977 ms, and fused_ms includes both. bf16 atomics make the fused output non-deterministic (LOG-08 F6); unfused_total is the 3-kernel chain, and the strictly better 2-kernel baseline (moe_sum with ADD_RESIDUAL) runs 0.8927 ms -> speedup 0.9912x, which is the honest comparison; atomic accumulator 393216 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 7.9325 ms, GEMM+merge 7.9638 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
