fusion,variant,replicates,coda_correspondence,fused_ms,fused_mapping,unfused_total_ms,speedup,n_unfused_kernels,unfused_k1_name,unfused_k1_ms,unfused_k1_mapping,unfused_k2_name,unfused_k2_ms,unfused_k2_mapping,unfused_k3_name,unfused_k3_ms,unfused_k3_mapping,notes
#1 o_proj + ResAdd,triton,"vendor cuBLAS-equivalent epilogue (torch.addmm, beta=1)",yes - GEMM + residual-add epilogue,0.1329,BM16 BN64 BK128 GM4 SK4 w4 s3 WS | epi: BLK512 w1 s1,0.1325,1.0029,2,o_proj GEMM,,BM16 BN64 BK128 GM4 SK8 w2 s2 WS,residual add (elementwise),0.0056,BLK2048 w8 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 1.0029, trimmed 1.0011, per-round p10-p90 0.9628-1.0312, fused faster in 55% of 300 rounds; within-window drift: fused -38.2%, unfused -37.7% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=warp-spec / unfused=warp-spec; unfused_k1_ms is EMPTY on purpose: bench_f01 times the unfused arm only as a chain (GEMM + epilogue), so the o_proj GEMM alone was never measured on this device; unfused_k2_ms is the epilogue's own tuned standalone best, behind its own L2 flush, so it does not sum to unfused_total_ms; SPLIT_K>1 (fused SK=4, unfused SK=8) adds an fp32 zero-init kernel to the chain -- both arms pay it, and n_unfused_kernels counts the GEMM and the epilogue only; vendor cuBLAS line on the same tensors: addmm(beta=1) 0.1093 ms vs mm+add 0.1101 ms -> 1.0070x (paired); triton fused is 0.823x the vendor fused time; MEASURED ON GPU b2318e71 (family f01), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#3 ResAdd + RMSNorm,-,sglang fused_add_rmsnorm,no - no GEMM involved,0.0651,BN8192 ROWS1 w4 s1,0.1375,2.0986,2,residual add,0.0092,BN2048 ROWS4 w32 s2,rmsnorm,0.0085,BN8192 ROWS4 w16 s2,,,,"FLAG(summary.json): ""ABOVE CEILING: 2.099x vs modelled ceiling 1.250x""; paired statistic from the SAME interleaved run: paired per-round median 2.0986, trimmed 2.1049, per-round p10-p90 1.8655-2.3804, fused faster in 100% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 4.0% (order_gap_frac); within-window drift: fused -54.4%, unfused -45.7% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): none -- NOT offered: TMA, warp specialization, clusters (this kernel module advertises no cfg key for it); tuner budget per arm (timed/failed): fused 208/0, unfused 450/0 -- 0% of the fused arm's configs failed vs 0% of the unfused arm's; per-kernel times are each kernel's own tuned best, while the chain ran jointly re-tuned configs (add: BN4096 ROWS2 w32 s1 | norm: BN8192 ROWS2 w8 s1) -- a stage the unfused side gets and the fused side cannot use; fused output bitwise-identical to unfused: True; DRAM-traffic ceiling 1.25x (MODELLED), h1 (196608 B) fits this device's 60 MB L2: True; reference lines: torch eager 0.1561 ms, torch.compile 0.0746 ms; MEASURED ON GPU b2318e71 (family f03), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#5 RMSNorm + Router,F5,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.101,BM16 BK128 BE32 NBK256 w8 s2,0.1406,1.3921,2,rmsnorm,0.0149,BM8 BK2048 BE256 EVICT1 w8 s2,router GEMM (fp32),0.0348,BM16 BK64 BE256 w8 s4 CTAS2,,,,"FLAG(summary.json): ""ABOVE CEILING: 1.392x vs modelled ceiling 1.055x""; paired statistic from the SAME interleaved run: paired per-round median 1.3921, trimmed 1.3720, per-round p10-p90 0.8995-1.6161, fused faster in 85% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 5.4% (order_gap_frac); within-window drift: fused -39.6%, unfused -52.1% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 557/208, unfused 323/14 -- 37% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM2 BK2048 BE256 w4 s2 | gemm: BM16 BK64 BE256 w8 s4 CTAS2); ceiling for this cell 1.055x, traffic_ratio_model 1.055x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0298 ms, bf16 0.0105 ms, torch reference chain 0.0972 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#5 RMSNorm + Router + TopK,F5_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1164,BM16 BK128 BE256 NBK256 w16 s3 WS,0.2078,1.7057,3,rmsnorm,0.0149,BM8 BK2048 BE256 EVICT1 w8 s2,router GEMM (fp32),0.0348,BM16 BK64 BE256 w8 s4 CTAS2,sigmoid + noaux_tc top-8,0.0151,BM8 BK32 BE256 w8 s2,"FLAG(summary.json): ""DRIFT: paired 1.7057x vs ratio-of-medians 1.7858x differ by >2%; the machine moved during this cell""; FLAG(summary.json): ""ABOVE CEILING: 1.706x vs modelled ceiling 1.055x""; paired statistic from the SAME interleaved run: paired per-round median 1.7057, trimmed 1.7283, per-round p10-p90 1.0334-2.1860, fused faster in 90% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 12.5% (order_gap_frac); within-window drift: fused -27.6%, unfused -43.2% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=warp-spec / unfused=clusters(num_ctas=2); axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 301/101, unfused 365/14 -- 34% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM2 BK2048 BE256 w4 s2 | gemm: BM16 BK64 BE256 w8 s4 CTAS2 | topk: BM8 BK32 BE256 w8 s2); ceiling for this cell 1.055x, traffic_ratio_model 1.055x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0298 ms, bf16 0.0105 ms, torch reference chain 0.0972 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#4 ResAdd + RMSNorm + Router,F4,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1099,BM16 BK128 BE32 NBK256 w8 s2,0.1423,1.337,2,add+rmsnorm (fusion #3 already applied),0.016,BM1 BK2048 BE256 EVICT1 w8 s2,router GEMM (fp32),0.0348,BM16 BK64 BE256 w8 s4 CTAS2,,,,"FLAG(summary.json): ""DRIFT: paired 1.3370x vs ratio-of-medians 1.2950x differ by >2%; the machine moved during this cell""; FLAG(summary.json): ""ABOVE CEILING: 1.337x vs modelled ceiling 1.100x""; paired statistic from the SAME interleaved run: paired per-round median 1.3370, trimmed 1.3115, per-round p10-p90 0.7764-1.5542, fused faster in 85% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 3.6% (order_gap_frac); within-window drift: fused -28.9%, unfused -46.0% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 557/208, unfused 323/14 -- 37% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM1 BK2048 BE256 EVICT1 w8 s2 | gemm: BM16 BK64 BE256 w8 s4 CTAS2); ceiling for this cell 1.100x, traffic_ratio_model 1.100x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0298 ms, bf16 0.0105 ms, torch reference chain 0.1104 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#4 ResAdd + RMSNorm + Router + TopK,F4_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1118,BM16 BK128 BE256 w16 s3,0.1917,1.6595,3,add+rmsnorm (fusion #3 already applied),0.016,BM1 BK2048 BE256 EVICT1 w8 s2,router GEMM (fp32),0.0348,BM16 BK64 BE256 w8 s4 CTAS2,sigmoid + noaux_tc top-8,0.0151,BM8 BK32 BE256 w8 s2,"FLAG(summary.json): ""DRIFT: paired 1.6595x vs ratio-of-medians 1.7147x differ by >2%; the machine moved during this cell""; FLAG(summary.json): ""ABOVE CEILING: 1.659x vs modelled ceiling 1.100x""; paired statistic from the SAME interleaved run: paired per-round median 1.6595, trimmed 1.6535, per-round p10-p90 0.9093-2.2451, fused faster in 87% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 10.7% (order_gap_frac); within-window drift: fused -30.1%, unfused -51.1% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 301/101, unfused 365/14 -- 34% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM1 BK2048 BE256 EVICT1 w8 s2 | gemm: BM16 BK64 BE256 w8 s4 CTAS2 | topk: BM8 BK32 BE256 w8 s2); ceiling for this cell 1.100x, traffic_ratio_model 1.100x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0298 ms, bf16 0.0105 ms, torch reference chain 0.1104 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#6 Up_Gate + SwiGLU,-,sglang fused_moe_kernel (GEMM1) + silu_and_mul,yes - GEMM + activation epilogue,1.1264,BM16 BN32 BK128 GM8 w4 s5 TMA,1.1333,1.0062,2,"w13 grouped GEMM -> [rows, 2I]",1.1299,BM64 BN128 BK128 GM1 w8 s4 WS,silu_and_mul,0.0059,BM4 BN512 w8 s2,,,,"paired statistic from the SAME interleaved run: paired per-round median 1.0062, trimmed 1.0062, per-round p10-p90 1.0041-1.0082, fused faster in 100% of 300 rounds; Hopper axes selected by the tuner: fused=TMA / unfused=warp-spec; tuner budget per arm (timed/failed): fused 222/56, unfused 494/31 -- 25% of the fused arm's configs failed vs 6% of the unfused arm's; per-kernel unfused times are measured at the SAME configs the chain ran (gemm_cfg / act_cfg), each behind its own L2 flush, so they need not sum to unfused_total_ms; SMEM: fused winner 100 KB, unfused winner 192 KB, the unfused winner's tile IF FUSED would need 320 KB against a 227 KB opt-in ceiling -- so the fused side still cannot reach the unfused winner's tile, the same constraint C500 hit at a 4x smaller ceiling; kernel stats: fused regs 67 spills 0 smem 81984 B | unfused GEMM regs 88 spills 0 smem 196608 B; throughput: fused 5.7 TF/s, unfused 5.7 TF/s, vendor grouped BLAS 5.6453 ms (1.1 TF/s); MEASURED ON GPU b2318e71 (family f06), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#8 Down + Expert Merge,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,0.5835,gemm: BM16 BN128 BK128 GM8 w16 s3 | seed: torch,0.5822,0.9978,2,"w2 grouped down GEMM -> [rows, H]",0.5792,BM16 BN128 BK128 GM8 w4 s3 CTAS2,moe_sum (expert merge over top-8),0.0063,BM2 BD512 w16 s2,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9978, trimmed 0.9980, per-round p10-p90 0.9942-1.0023, fused faster in 27% of 300 rounds; Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 254/40, unfused 372/28 -- 16% of the fused arm's configs failed vs 8% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; fused arm = zero/residual seed + atomic-merge GEMM, where the seed alone is 0.0049 ms and the atomic GEMM alone 0.5816 ms, and fused_ms includes both. bf16 atomics make the fused output non-deterministic (LOG-08 F6); atomic accumulator 196608 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 5.2501 ms, GEMM+merge 5.2701 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#8 Down + Expert Merge,token-major,none (custom),"partial - fused epilogue, but a different grid",0.6964,BM16 BN128 BK128 w4 s2 USE_DOT=True,0.5821,0.8361,2,"w2 grouped down GEMM -> [rows, H]",0.5792,BM16 BN128 BK128 GM8 w4 s3 CTAS2,moe_sum (expert merge over top-8),0.0063,BM2 BD512 w16 s2,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.8361, trimmed 0.8356, per-round p10-p90 0.8271-0.8425, fused faster in 0% of 300 rounds; Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 243/0, unfused 372/28 -- 0% of the fused arm's configs failed vs 8% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; scored against the EXPERT-major baseline; part of any win is the grid change, not the fusion (LOG-08 F3); atomic accumulator 196608 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 5.2501 ms, GEMM+merge 5.2701 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#9 Down + Expert Merge + ResAdd2,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,0.5839,gemm: BM16 BN128 BK128 GM8 w16 s3 | seed: torch,0.5849,1.0014,3,"w2 grouped down GEMM -> [rows, H]",0.5792,BM16 BN128 BK128 GM8 w4 s3 CTAS2,moe_sum (expert merge over top-8),0.0063,BM2 BD512 w16 s2,residual add 2,0.0059,BM2 BN256 w4 s1,"paired statistic from the SAME interleaved run: paired per-round median 1.0014, trimmed 1.0016, per-round p10-p90 0.9978-1.0060, fused faster in 68% of 300 rounds; Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 244/40, unfused 504/28 -- 16% of the fused arm's configs failed vs 6% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; fused arm = zero/residual seed + atomic-merge GEMM, where the seed alone is 0.0049 ms and the atomic GEMM alone 0.5816 ms, and fused_ms includes both. bf16 atomics make the fused output non-deterministic (LOG-08 F6); unfused_total is the 3-kernel chain, and the strictly better 2-kernel baseline (moe_sum with ADD_RESIDUAL) runs 0.5824 ms -> speedup 0.9974x, which is the honest comparison; atomic accumulator 196608 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 5.2501 ms, GEMM+merge 5.2701 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
