fusion,variant,replicates,coda_correspondence,fused_ms,fused_mapping,unfused_total_ms,speedup,n_unfused_kernels,unfused_k1_name,unfused_k1_ms,unfused_k1_mapping,unfused_k2_name,unfused_k2_ms,unfused_k2_mapping,unfused_k3_name,unfused_k3_ms,unfused_k3_mapping,notes
#1 o_proj + ResAdd,triton,"vendor cuBLAS-equivalent epilogue (torch.addmm, beta=1)",yes - GEMM + residual-add epilogue,0.1234,BM16 BN128 BK64 GM16 SK16 w4 s2,0.1227,1.0012,2,o_proj GEMM,,BM16 BN128 BK64 GM16 SK16 w4 s2,residual add (elementwise),0.0052,BLK512 w8 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 1.0012, trimmed 1.0003, per-round p10-p90 0.9623-1.0378, fused faster in 52% of 300 rounds; within-window drift: fused -40.2%, unfused -40.1% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; unfused_k1_ms is EMPTY on purpose: bench_f01 times the unfused arm only as a chain (GEMM + epilogue), so the o_proj GEMM alone was never measured on this device; unfused_k2_ms is the epilogue's own tuned standalone best, behind its own L2 flush, so it does not sum to unfused_total_ms; SPLIT_K>1 (fused SK=16, unfused SK=16) adds an fp32 zero-init kernel to the chain -- both arms pay it, and n_unfused_kernels counts the GEMM and the epilogue only; vendor cuBLAS line on the same tensors: addmm(beta=1) 0.1076 ms vs mm+add 0.1076 ms -> 0.9994x (paired); triton fused is 0.872x the vendor fused time; MEASURED ON GPU b2318e71 (family f01), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#3 ResAdd + RMSNorm,-,sglang fused_add_rmsnorm,no - no GEMM involved,0.0604,BN4096 ROWS1 w8 s2,0.1293,2.1727,2,residual add,0.0091,BN8192 ROWS8 w32 s2,rmsnorm,0.0086,BN8192 ROWS1 w4 s1,,,,"FLAG(summary.json): ""ABOVE CEILING: 2.173x vs modelled ceiling 1.250x""; paired statistic from the SAME interleaved run: paired per-round median 2.1727, trimmed 2.1973, per-round p10-p90 1.9134-2.5583, fused faster in 100% of 300 rounds; within-window drift: fused -53.0%, unfused -43.3% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=none; axes the tuner was OFFERED for this family (fairness.h200_axes): none -- NOT offered: TMA, warp specialization, clusters (this kernel module advertises no cfg key for it); tuner budget per arm (timed/failed): fused 224/0, unfused 394/0 -- 0% of the fused arm's configs failed vs 0% of the unfused arm's; per-kernel times are each kernel's own tuned best, while the chain ran jointly re-tuned configs (add: BN8192 ROWS1 w16 s2 | norm: BN4096 ROWS1 w4 s1) -- a stage the unfused side gets and the fused side cannot use; fused output bitwise-identical to unfused: True; DRAM-traffic ceiling 1.25x (MODELLED), h1 (49152 B) fits this device's 60 MB L2: True; reference lines: torch eager 0.1583 ms, torch.compile 0.0665 ms; MEASURED ON GPU b2318e71 (family f03), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#5 RMSNorm + Router,F5,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1054,BM16 BK128 BE32 NBK256 w8 s2,0.1506,1.4241,2,rmsnorm,0.0075,BM1 BK2048 BE256 w8 s2,router GEMM (fp32),0.0346,BM16 BK64 BE256 w8 s4 CTAS2,,,,"FLAG(summary.json): ""ABOVE CEILING: 1.424x vs modelled ceiling 1.015x""; paired statistic from the SAME interleaved run: paired per-round median 1.4241, trimmed 1.4304, per-round p10-p90 1.1292-1.6388, fused faster in 91% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 7.3% (order_gap_frac); within-window drift: fused -41.1%, unfused -50.1% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 557/208, unfused 323/14 -- 37% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM1 BK2048 BE256 EVICT1 w8 s2 | gemm: BM16 BK64 BE256 w8 s4 CTAS2); ceiling for this cell 1.015x, traffic_ratio_model 1.015x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0228 ms, bf16 0.0103 ms, torch reference chain 0.1612 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#5 RMSNorm + Router + TopK,F5_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1157,BM16 BK128 BE256 NBK256 w16 s3,0.2252,1.9584,3,rmsnorm,0.0075,BM1 BK2048 BE256 w8 s2,router GEMM (fp32),0.0346,BM16 BK64 BE256 w8 s4 CTAS2,sigmoid + noaux_tc top-8,0.0069,BM1 BK32 BE256 w1 s2,"FLAG(summary.json): ""ABOVE CEILING: 1.958x vs modelled ceiling 1.015x""; paired statistic from the SAME interleaved run: paired per-round median 1.9584, trimmed 1.9797, per-round p10-p90 1.5751-2.3705, fused faster in 100% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 17.8% (order_gap_frac); within-window drift: fused -33.7%, unfused -46.0% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 301/101, unfused 365/14 -- 34% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM1 BK2048 BE256 w8 s2 | gemm: BM16 BK64 BE256 w8 s4 CTAS2 | topk: BM1 BK32 BE256 w1 s2); ceiling for this cell 1.015x, traffic_ratio_model 1.015x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0228 ms, bf16 0.0103 ms, torch reference chain 0.1612 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#4 ResAdd + RMSNorm + Router,F4,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1068,BM16 BK128 BE32 NBK256 w8 s2,0.1505,1.3693,2,add+rmsnorm (fusion #3 already applied),0.0077,BM1 BK2048 BE256 w16 s2,router GEMM (fp32),0.0346,BM16 BK64 BE256 w8 s4 CTAS2,,,,"FLAG(summary.json): ""DRIFT: paired 1.3693x vs ratio-of-medians 1.4091x differ by >2%; the machine moved during this cell""; FLAG(summary.json): ""ABOVE CEILING: 1.369x vs modelled ceiling 1.029x""; paired statistic from the SAME interleaved run: paired per-round median 1.3693, trimmed 1.3500, per-round p10-p90 0.8499-1.5883, fused faster in 86% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 6.7% (order_gap_frac); within-window drift: fused -35.0%, unfused -49.2% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 557/208, unfused 323/14 -- 37% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM1 BK2048 BE256 EVICT1 w8 s2 | gemm: BM16 BK64 BE256 w8 s4 CTAS2); ceiling for this cell 1.029x, traffic_ratio_model 1.029x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0228 ms, bf16 0.0103 ms, torch reference chain 0.1967 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#4 ResAdd + RMSNorm + Router + TopK,F4_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1244,BM16 BK128 BE256 w16 s3,0.2387,1.8968,3,add+rmsnorm (fusion #3 already applied),0.0077,BM1 BK2048 BE256 w16 s2,router GEMM (fp32),0.0346,BM16 BK64 BE256 w8 s4 CTAS2,sigmoid + noaux_tc top-8,0.0069,BM1 BK32 BE256 w1 s2,"FLAG(summary.json): ""ABOVE CEILING: 1.897x vs modelled ceiling 1.029x""; paired statistic from the SAME interleaved run: paired per-round median 1.8968, trimmed 1.8848, per-round p10-p90 1.2619-2.2896, fused faster in 96% of 300 rounds; order sensitivity survives interleaving: fused-first vs unfused-first per-round medians differ by 15.9% (order_gap_frac); within-window drift: fused -35.6%, unfused -53.8% (interleaving cancels this to first order -- it is not zero); Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); axes the tuner was OFFERED for this family (fairness.h200_axes): warp specialization, clusters -- NOT offered: TMA (this kernel module advertises no cfg key for it) -- the two arms cannot use them symmetrically: the fused side is a norm kernel with the GEMM inside it, the unfused side is a standalone GEMM; tuner budget per arm (timed/failed): fused 301/101, unfused 365/14 -- 34% of the fused arm's configs failed vs 4% of the unfused arm's (the f04f05 compiler log records Triton's warp-specialization pass asserting on sm_90 (WSLowerToken.cpp:73) once per attempted config, and the fused kernel is the arm that is offered that axis); per-kernel times are each kernel's own tuned best, while the chain ran jointly-tuned configs (norm: BM1 BK2048 BE256 w8 s2 | gemm: BM16 BK64 BE256 w8 s4 CTAS2 | topk: BM1 BK32 BE256 w1 s2); ceiling for this cell 1.029x, traffic_ratio_model 1.029x -- both are MODELLED, not measured (glm52_h200/traffic.py); vendor/reference lines: cuBLAS router GEMM fp32 0.0228 ms, bf16 0.0103 ms, torch reference chain 0.1967 ms; MEASURED ON GPU b2318e71 (family f04f05), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#6 Up_Gate + SwiGLU,-,sglang fused_moe_kernel (GEMM1) + silu_and_mul,yes - GEMM + activation epilogue,0.3683,BM16 BN128 BK128 GM8 w16 s3 WS,0.3739,1.0141,2,"w13 grouped GEMM -> [rows, 2I]",0.3707,BM16 BN256 BK128 GM16 w8 s2 WS,silu_and_mul,0.0055,BM2 BN256 w8 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 1.0141, trimmed 1.0143, per-round p10-p90 1.0055-1.0240, fused faster in 98% of 300 rounds; Hopper axes selected by the tuner: fused=warp-spec / unfused=warp-spec; tuner budget per arm (timed/failed): fused 227/56, unfused 490/30 -- 25% of the fused arm's configs failed vs 6% of the unfused arm's; per-kernel unfused times are measured at the SAME configs the chain ran (gemm_cfg / act_cfg), each behind its own L2 flush, so they need not sum to unfused_total_ms; SMEM: fused winner 204 KB, unfused winner 136 KB, the unfused winner's tile IF FUSED would need 264 KB against a 227 KB opt-in ceiling -- so the fused side still cannot reach the unfused winner's tile, the same constraint C500 hit at a 4x smaller ceiling; kernel stats: fused regs 64 spills 0 smem 139264 B | unfused GEMM regs 98 spills 0 smem 69632 B; throughput: fused 4.4 TF/s, unfused 4.3 TF/s, vendor grouped BLAS 1.7291 ms (0.9 TF/s); MEASURED ON GPU b2318e71 (family f06), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#8 Down + Expert Merge,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,0.1885,gemm: BM16 BN256 BK128 GM4 w8 s2 WS | seed: torch,0.187,0.9913,2,"w2 grouped down GEMM -> [rows, H]",0.1832,BM16 BN64 BK128 GM8 w2 s3 CTAS2,moe_sum (expert merge over top-8),0.0057,BM2 BD256 w8 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9913, trimmed 0.9912, per-round p10-p90 0.9784-1.0014, fused faster in 13% of 300 rounds; Hopper axes selected by the tuner: fused=warp-spec / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 238/44, unfused 372/28 -- 18% of the fused arm's configs failed vs 8% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; fused arm = zero/residual seed + atomic-merge GEMM, where the seed alone is 0.0047 ms and the atomic GEMM alone 0.1868 ms, and fused_ms includes both. bf16 atomics make the fused output non-deterministic (LOG-08 F6); atomic accumulator 49152 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 1.5100 ms, GEMM+merge 1.5308 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#8 Down + Expert Merge,token-major,none (custom),"partial - fused epilogue, but a different grid",0.1898,BM16 BN32 BK128 w2 s3 USE_DOT=True,0.1866,0.983,2,"w2 grouped down GEMM -> [rows, H]",0.1832,BM16 BN64 BK128 GM8 w2 s3 CTAS2,moe_sum (expert merge over top-8),0.0057,BM2 BD256 w8 s1,,,,"paired statistic from the SAME interleaved run: paired per-round median 0.9830, trimmed 0.9828, per-round p10-p90 0.9731-0.9911, fused faster in 1% of 300 rounds; Hopper axes selected by the tuner: fused=none / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 243/0, unfused 372/28 -- 0% of the fused arm's configs failed vs 8% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; scored against the EXPERT-major baseline; part of any win is the grid change, not the fusion (LOG-08 F3); atomic accumulator 49152 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 1.5100 ms, GEMM+merge 1.5308 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
#9 Down + Expert Merge + ResAdd2,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,0.1892,gemm: BM16 BN256 BK128 GM4 w8 s2 WS | seed: torch,0.1892,0.9995,3,"w2 grouped down GEMM -> [rows, H]",0.1832,BM16 BN64 BK128 GM8 w2 s3 CTAS2,moe_sum (expert merge over top-8),0.0057,BM2 BD256 w8 s1,residual add 2,0.0054,BM1 BN512 w4 s2,"FLAG(summary.json): ""UNRESOLVED: arms differ by 0.0 timer ticks (< 3); tick = 0.032 us""; summary.json marks this cell resolved=false: the two arms differ by fewer than 3 timer ticks, so the ratio is not resolvable; paired statistic from the SAME interleaved run: paired per-round median 0.9995, trimmed 0.9989, per-round p10-p90 0.9787-1.0101, fused faster in 48% of 300 rounds; TICK-LIMITED: operands are 5912 / 5912 ticks of the measured 0.032 us CUDA-event granularity; Hopper axes selected by the tuner: fused=warp-spec / unfused=clusters(num_ctas=2); tuner budget per arm (timed/failed): fused 228/44, unfused 504/28 -- 19% of the fused arm's configs failed vs 6% of the unfused arm's; per-kernel unfused times are measured once per regime at the #8 chain's winning gemm/sum configs and the #9 chain's resadd config, and the mappings shown are those same configs; fused arm = zero/residual seed + atomic-merge GEMM, where the seed alone is 0.0047 ms and the atomic GEMM alone 0.1868 ms, and fused_ms includes both. bf16 atomics make the fused output non-deterministic (LOG-08 F6); unfused_total is the 3-kernel chain, and the strictly better 2-kernel baseline (moe_sum with ADD_RESIDUAL) runs 0.1874 ms -> speedup 0.9907x, which is the honest comparison; atomic accumulator 49152 B, fits this device's 60 MB L2: True; vendor grouped BLAS GEMM 1.5100 ms, GEMM+merge 1.5308 ms; MEASURED ON GPU b2318e71 (family f08f09), harness floor +36.914 us; at decode that floor is a large share of the measurement (it is added to BOTH arms, so a ratio understates the true work ratio), which is why the decode numbers here should be read as bounds rather than exact"
