fusion,variant,replicates,coda_correspondence,fused_ms,fused_mapping,unfused_total_ms,speedup,n_unfused_kernels,unfused_k1_name,unfused_k1_ms,unfused_k1_mapping,unfused_k2_name,unfused_k2_ms,unfused_k2_mapping,unfused_k3_name,unfused_k3_ms,unfused_k3_mapping,notes
#1 o_proj + ResAdd,triton,"vendor cuBLAS-equivalent epilogue (torch.addmm, beta=1)",yes - GEMM + residual-add epilogue,1.2541,BM128 BN128 BK64 GM4 SK1 w8 s2,1.2600,1.0047,2,o_proj GEMM,1.2518,BM128 BN128 BK64 GM16 SK1 w8 s2,residual add (elementwise),0.0256,BLK512 w1 s1,,,,per-kernel split re-measured by the main session; the original run recorded only the chain total.
#3 ResAdd + RMSNorm,-,sglang fused_add_rmsnorm,no - no GEMM involved,0.0315,BN8192 ROWS1 w8 s1,0.0340,1.0813,2,residual add,0.0223,BN2048 ROWS1 w8 s1,rmsnorm,0.0269,BN8192 ROWS1 w4 s2,,,,fused output bitwise-identical to unfused at 4/5 regimes
#5 RMSNorm + Router,F5,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.1810,BM16 BK64 BE64 NBK2048 w8 s2,0.0845,0.4668,2,rmsnorm,0.0289,BM1 BK2048 BE256 w4 s2,router GEMM (fp32),0.0722,BM16 BK64 BE64 w4 s2,,,,per-kernel times are each kernel's own tuned best; the chain ran jointly-tuned configs
#5 RMSNorm + Router + TopK,F5_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.4147,BM16 BK32 BE256 NBK2048 w4 s2,0.1016,0.2451,3,rmsnorm,0.0289,BM1 BK2048 BE256 w4 s2,router GEMM (fp32),0.0722,BM16 BK64 BE64 w4 s2,sigmoid + noaux_tc top-8,0.0310,BM4 BK32 BE256 w4 s2,per-kernel times are each kernel's own tuned best; the chain ran jointly-tuned configs
#4 ResAdd + RMSNorm + Router,F4,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.2289,BM16 BK64 BE64 w4 s2,0.0888,0.3881,2,add+rmsnorm (fusion #3 already applied),0.0333,BM1 BK2048 BE256 w4 s2,router GEMM (fp32),0.0722,BM16 BK64 BE64 w4 s2,,,,per-kernel times are each kernel's own tuned best; the chain ran jointly-tuned configs
#4 ResAdd + RMSNorm + Router + TopK,F4_topk,none (custom); router semantics follow sglang biased_grouped_topk,"no - fuses the GEMM INTO the norm kernel, the inverse of CODA's GEMM+epilogue direction",0.4669,BM16 BK32 BE256 NBK2048 w8 s3,0.1060,0.2270,3,add+rmsnorm (fusion #3 already applied),0.0333,BM1 BK2048 BE256 w4 s2,router GEMM (fp32),0.0722,BM16 BK64 BE64 w4 s2,sigmoid + noaux_tc top-8,0.0310,BM4 BK32 BE256 w4 s2,per-kernel times are each kernel's own tuned best; the chain ran jointly-tuned configs
#6 Up_Gate + SwiGLU,-,sglang fused_moe_kernel (GEMM1) + silu_and_mul,yes - GEMM + activation epilogue,8.5187,BM16 BN32 BK64 GM1 w2 s3,8.1772,0.9599,2,"w13 grouped GEMM -> [rows, 2I]",8.1500,BM16 BN64 BK128 GM1 w4 s3,silu_and_mul,0.0384,BM4 BN512 w4 s1,,,,"fused BM128/BN128 is UNCOMPILABLE (96 KB SMEM vs 64 KB limit), so the fused side cannot reach the unfused winner's tile"
#8 Down + Expert Merge,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,4.1843,BM16 BN64 BK64 GM1 w4 s2,4.2161,1.0076,2,"w2 grouped down GEMM -> [rows, H]",4.1953,BM16 BN64 BK64 GM1 w4 s2,moe_sum (expert merge over top-8),0.0335,BM1 BD1024 w8 s2,,,,bf16 atomics -> non-deterministic output (LOG-08 F6)
#8 Down + Expert Merge,token-major,none (custom),"partial - fused epilogue, but a different grid",30.7863,BM16 BN32 BK256 w2 s1 USE_DOT=False,4.2161,0.1369,2,"w2 grouped down GEMM -> [rows, H]",4.1953,BM16 BN64 BK64 GM1 w4 s2,moe_sum (expert merge over top-8),0.0335,BM1 BD1024 w8 s2,,,,"scored against the EXPERT-major baseline; part of any win is the grid change, not the fusion (LOG-08 F3)"
#9 Down + Expert Merge + ResAdd2,atomic (sglang FUSE_SUM_ALL_REDUCE),"sglang fused_moe_kernel, MUL_ROUTED_WEIGHT + FUSE_SUM_ALL_REDUCE",yes - GEMM + scale/accumulate epilogue,4.1935,BM16 BN64 BK64 GM1 w4 s2,4.2291,1.0085,3,"w2 grouped down GEMM -> [rows, H]",4.1953,BM16 BN64 BK64 GM1 w4 s2,moe_sum (expert merge over top-8),0.0335,BM2 BD512 w8 s1,residual add 2,0.0276,BM2 BN256 w4 s2,"unfused_total is the 3-kernel chain; a strictly better 2-kernel baseline (moe_sum with ADD_RESIDUAL) runs 4.2194 ms -> speedup 1.006x, which LOG-09 uses; bf16 atomics -> non-deterministic output (LOG-08 F6)"
#9 Down + Expert Merge + ResAdd2,token-major,none (custom),"partial - fused epilogue, but a different grid",30.7899,BM16 BN64 BK128 w4 s2 USE_DOT=False,4.2291,0.1374,3,"w2 grouped down GEMM -> [rows, H]",4.1953,BM16 BN64 BK64 GM1 w4 s2,moe_sum (expert merge over top-8),0.0335,BM2 BD512 w8 s1,residual add 2,0.0276,BM2 BN256 w4 s2,"unfused_total is the 3-kernel chain; a strictly better 2-kernel baseline (moe_sum with ADD_RESIDUAL) runs 4.2194 ms -> speedup 0.137x, which LOG-09 uses; scored against the EXPERT-major baseline; part of any win is the grid change, not the fusion (LOG-08 F3)"
#10 Expert Merge + ResAdd,-,sglang moe_sum + residual add,no - no GEMM involved,0.0366,BN2048 ROWS2 KVEC0 UNROLL1 w16 s1,0.0420,1.1469,2,expert merge (moe_sum),0.0346,BN2048 ROWS2 KVEC0 UNROLL1 w16 s2,residual add,0.0218,BN2048 ROWS2 KVEC1 UNROLL1 w8 s1,,,,fused output bitwise-identical to unfused
#11a Lazy Pre-Norm -> w13 grouped GEMM,lazy pre-norm (prologue),PyTorch/Meta 'Towards Free Normalization' (Zhou et al. 2026) S2,partial - prologue fusion; CODA is epilogue-oriented,8.4723,BM16 BN64 BK64 GM1 w4 s3,8.1797,0.9655,2,rmsnorm (writes x2),0.0276,BN8192 ROWS1 w4 s1,w13 grouped GEMM,8.1544,BM16 BN64 BK128 GM1 w4 s3,,,,sum-of-squares redundancy 512x; valid only if ALL K=6144 consumers are fused (x2 never materialised)
#11b Lazy Pre-Norm -> router GEMM,lazy pre-norm (prologue),PyTorch/Meta 'Towards Free Normalization' (Zhou et al. 2026) S2,partial - prologue fusion; CODA is epilogue-oriented,0.1062,BM16 BN32 BK128 GM16 w4 s3,0.0819,0.7711,2,rmsnorm (writes x2),0.0276,BN8192 ROWS1 w8 s2,router GEMM,0.0681,BM32 BN32 BK128 GM4 w4 s3,,,,sum-of-squares redundancy 8x; valid only if ALL K=6144 consumers are fused (x2 never materialised)
#11b' half-fused pre-norm -> router GEMM,rstd + epilogue scale,none (custom; derived from Lazy Pre-Norm),"yes - GEMM + scale epilogue, reduction kept outside",0.0745,rstd: BN8192 ROWS1 w4 s1 | gemm: BM32 BN32 BK128 GM4 w4 s3,0.0819,1.0997,2,rmsnorm (writes x2),0.0276,BN8192 ROWS1 w8 s2,router GEMM,0.0681,BM32 BN32 BK128 GM4 w4 s3,,,,the FUSED side is itself 2 kernels (rstd 0.0197 ms + GEMM); router-only -- end-to-end over all consumers is 0.998x
