fusion,variant,family,regime,arm,offered_axes,engagement,hopper_speedup,classic_speedup,ratio,delta_abs,delta_rel,band_lo,band_hi,band_basis,verdict,hopper_fused_ms,classic_fused_ms,hopper_unfused_ms,classic_unfused_ms,hopper_axes_selected,classic_axes_selected,hopper_mapping_fused,classic_mapping_fused,hopper_flags,classic_flags,notes,delta_rel_raw,exclusion,exclusion_reason
#1 o_proj + ResAdd,triton,f01,decode_bs1024,classic,tma|warp_specialize|clusters,ENGAGED,0.9997,0.9811,0.9814,-0.0186,-0.0186,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.650656,0.68288,0.65024,0.665888,"TMA, warp-spec",none,BM128 BN256 BK64 GM8 SK2 w16 s4 TMA WS,BM128 BN256 BK64 GM8 SK2 w16 s4,,,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 124498/143771 MiB at [hw after ] 2026-08-11 14:47:29 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 14:47:30 it reported pid 2916934 VLLM::Worker_TP0_EP0 (121.6 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign Hopper axes selected by the tuner: fused=TMA, warp-spec / unfused=TMA, warp-spec; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.0186,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 124498/143771 MiB at [hw after ] 2026-08-11 14:47:29 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 14:47:30 it reported pid 2916934 VLLM::Worker_TP0_EP0 (121.6 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#10 Expert Merge + ResAdd,-,f10,decode_bs1024,classic,none,NOTHING-TO-DISABLE,1.9109,1.9379,1.0141,0.027,0.0141,-0.0607,0.047,decode-minmax,NOISE-FLOOR,0.102464,0.090496,0.198336,0.178432,none,none,BN1024 ROWS1 KVEC0 UNROLL1 EVICT1 w8 s2,BN512 ROWS2 KVEC0 UNROLL1 EVICT1 w2 s2,ABOVE CEILING: 1.911x vs modelled ceiling 1.200x,ABOVE CEILING: 1.938x vs modelled ceiling 1.200x,campaign: ABOVE CEILING: 1.911x vs modelled ceiling 1.200x; control: ABOVE CEILING: 1.938x vs modelled ceiling 1.200x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; this family defines the drift band and therefore has no verdict of its own; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,0.0141,,
#11a Lazy Pre-Norm -> w13 grouped GEMM,lazy pre-norm (prologue),f11,decode_bs1024,classic,warp_specialize,ENGAGED,0.9611,0.9414,0.9794,-0.0198,-0.0206,-0.0607,0.047,decode-minmax,INSIDE,3.110816,3.177984,2.992416,2.991968,warp-spec,none,BM64 BN256 BK64 GM8 w16 s4,BM64 BN128 BK128 GM8 w16 s4,,,campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.0206,,
#11a+#11b combined (one norm charged once),combined,f11,decode_bs1024,classic,warp_specialize,ENGAGED,0.9547,0.9373,0.9818,-0.0174,-0.0182,-0.0607,0.047,decode-minmax,INSIDE,3.15312,3.204896,3.012096,3.006624,none,none,,,,,campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.0182,,
#11b Lazy Pre-Norm -> router GEMM,lazy pre-norm (prologue),f11,decode_bs1024,classic,warp_specialize,ENGAGED,1.9987,1.9243,0.9628,-0.0744,-0.0372,-0.0607,0.047,decode-minmax,INSIDE,0.100576,0.100448,0.20592,0.191968,warp-spec,none,BM16 BN64 BK128 GM1 w4 s3,BM16 BN64 BK128 GM1 w4 s4,DRIFT: paired 1.9987x vs ratio-of-medians 2.0474x differ by >2%; the machine moved during this cell,,campaign: DRIFT: paired 1.9987x vs ratio-of-medians 2.0474x differ by >2%; the machine moved during this cell; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.0372,,
#3 ResAdd + RMSNorm,-,f03,decode_bs1024,classic,none,NOTHING-TO-DISABLE,1.9486,1.9706,1.0113,0.022,0.0113,-0.0607,0.047,decode-minmax,NOISE-FLOOR,0.087776,0.091584,0.170784,0.185984,none,none,BN2048 ROWS2 EVICT1 CAP528 w8 s1,BN2048 ROWS2 EVICT1 w8 s1,ABOVE CEILING: 1.949x vs modelled ceiling 1.250x,DRIFT: paired 1.9706x vs ratio-of-medians 2.0307x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.971x vs modelled ceiling 1.250x,campaign: ABOVE CEILING: 1.949x vs modelled ceiling 1.250x; control: DRIFT: paired 1.9706x vs ratio-of-medians 2.0307x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.971x vs modelled ceiling 1.250x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; this family defines the drift band and therefore has no verdict of its own; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,0.0113,,
#4 ResAdd + RMSNorm + Router,F4,f04f05,decode_bs1024,classic,warp_specialize|clusters,ENGAGED,1.3623,1.4069,1.0327,0.0446,0.0327,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.15504,0.149824,0.212288,0.199712,warp-spec,none,BM16 BK128 BE256 NBK256 w16 s3 WS,BM16 BK128 BE256 NBK256 w16 s3,,DRIFT: paired 1.4069x vs ratio-of-medians 1.3330x differ by >2%; the machine moved during this cell,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; control: DRIFT: paired 1.4069x vs ratio-of-medians 1.3330x differ by >2%; the machine moved during this cell; campaign Hopper axes selected by the tuner: fused=warp-spec / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",0.0327,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#4 ResAdd + RMSNorm + Router + TopK,F4_topk,f04f05,decode_bs1024,classic,warp_specialize|clusters,ENGAGED,1.9541,1.859,0.9513,-0.0951,-0.0487,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.149408,0.141856,0.27632,0.25248,none,none,BM16 BK128 BE256 NBK256 w16 s3,BM16 BK128 BE256 NBK256 w16 s3,DRIFT: paired 1.9541x vs ratio-of-medians 1.8494x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.954x vs modelled ceiling 1.499x,DRIFT: paired 1.8590x vs ratio-of-medians 1.7798x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.859x vs modelled ceiling 1.479x,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: DRIFT: paired 1.9541x vs ratio-of-medians 1.8494x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.954x vs modelled ceiling 1.499x; control: DRIFT: paired 1.8590x vs ratio-of-medians 1.7798x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.859x vs modelled ceiling 1.479x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.0487,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#5 RMSNorm + Router,F5,f04f05,decode_bs1024,classic,warp_specialize|clusters,ENGAGED,1.5026,1.5511,1.0323,0.0485,0.0323,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.136096,0.149088,0.196544,0.226048,none,none,BM16 BK128 BE256 NBK256 w16 s3,BM16 BK128 BE256 NBK256 w16 s3,DRIFT: paired 1.5026x vs ratio-of-medians 1.4442x differ by >2%; the machine moved during this cell,DRIFT: paired 1.5511x vs ratio-of-medians 1.5162x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.551x vs modelled ceiling 1.460x,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: DRIFT: paired 1.5026x vs ratio-of-medians 1.4442x differ by >2%; the machine moved during this cell; control: DRIFT: paired 1.5511x vs ratio-of-medians 1.5162x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.551x vs modelled ceiling 1.460x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",0.0323,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#5 RMSNorm + Router + TopK,F5_topk,f04f05,decode_bs1024,classic,warp_specialize|clusters,ENGAGED,2.0593,1.9931,0.9678,-0.0662,-0.0322,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.13504,0.131008,0.271712,0.254112,none,none,BM16 BK128 BE256 NBK256 w16 s3,BM16 BK128 BE256 NBK256 w16 s3,DRIFT: paired 2.0593x vs ratio-of-medians 2.0121x differ by >2%; the machine moved during this cell; ABOVE CEILING: 2.059x vs modelled ceiling 1.498x,DRIFT: paired 1.9931x vs ratio-of-medians 1.9397x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.993x vs modelled ceiling 1.460x,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: DRIFT: paired 2.0593x vs ratio-of-medians 2.0121x differ by >2%; the machine moved during this cell; ABOVE CEILING: 2.059x vs modelled ceiling 1.498x; control: DRIFT: paired 1.9931x vs ratio-of-medians 1.9397x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.993x vs modelled ceiling 1.460x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.0322,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
