fusion,variant,family,regime,arm,offered_axes,engagement,hopper_speedup,classic_speedup,ratio,delta_abs,delta_rel,band_lo,band_hi,band_basis,verdict,hopper_fused_ms,classic_fused_ms,hopper_unfused_ms,classic_unfused_ms,hopper_axes_selected,classic_axes_selected,hopper_mapping_fused,classic_mapping_fused,hopper_flags,classic_flags,notes,delta_rel_raw,exclusion,exclusion_reason
#1 o_proj + ResAdd,triton,f01,decode_bs32,classic,tma|warp_specialize|clusters,ENGAGED,0.9923,1.0011,1.0089,0.0088,0.0089,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.127008,0.113152,0.124832,0.11328,warp-spec,none,BM16 BN64 BK64 GM8 SK4 w2 s3 WS,BM32 BN128 BK64 GM8 SK8 w8 s3,,,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 124498/143771 MiB at [hw after ] 2026-08-11 14:47:29 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 14:47:30 it reported pid 2916934 VLLM::Worker_TP0_EP0 (121.6 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign Hopper axes selected by the tuner: fused=warp-spec / unfused=warp-spec; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",0.0089,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 124498/143771 MiB at [hw after ] 2026-08-11 14:47:29 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 14:47:30 it reported pid 2916934 VLLM::Worker_TP0_EP0 (121.6 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#10 Expert Merge + ResAdd,-,f10,decode_bs32,classic,none,NOTHING-TO-DISABLE,2.1338,2.1701,1.017,0.0364,0.017,-0.0607,0.047,decode-minmax,NOISE-FLOOR,0.066944,0.065408,0.142176,0.138624,none,none,BN1024 ROWS2 KVEC0 UNROLL1 w16 s2,BN256 ROWS1 KVEC0 UNROLL1 w2 s1,ABOVE CEILING: 2.134x vs modelled ceiling 1.200x,DRIFT: paired 2.1701x vs ratio-of-medians 2.1194x differ by >2%; the machine moved during this cell; ABOVE CEILING: 2.170x vs modelled ceiling 1.200x,campaign: ABOVE CEILING: 2.134x vs modelled ceiling 1.200x; control: DRIFT: paired 2.1701x vs ratio-of-medians 2.1194x differ by >2%; the machine moved during this cell; ABOVE CEILING: 2.170x vs modelled ceiling 1.200x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; this family defines the drift band and therefore has no verdict of its own; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,0.017,,
#11a Lazy Pre-Norm -> w13 grouped GEMM,lazy pre-norm (prologue),f11,decode_bs32,classic,warp_specialize,ENGAGED,0.9869,0.9855,0.9986,-0.0014,-0.0014,-0.0607,0.047,decode-minmax,INSIDE,1.895808,1.89712,1.870976,1.869792,none,none,BM16 BN128 BK128 GM8 w2 s3,BM16 BN256 BK128 GM1 w4 s2,,,campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.0014,,
#11a+#11b combined (one norm charged once),combined,f11,decode_bs32,classic,warp_specialize,ENGAGED,0.9768,0.9768,1.0,0.0,0.0,-0.0607,0.047,decode-minmax,INSIDE,1.934016,1.93216,1.889056,1.887392,none,none,,,,,campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,0.0,,
#11b Lazy Pre-Norm -> router GEMM,lazy pre-norm (prologue),f11,decode_bs32,classic,warp_specialize,ENGAGED,1.9279,1.9625,1.018,0.0347,0.018,-0.0607,0.047,decode-minmax,INSIDE,0.07024,0.073088,0.13456,0.144128,none,none,BM16 BN64 BK128 GM1 w8 s3,BM16 BN64 BK128 GM16 w4 s4,ABOVE CEILING: 1.928x vs modelled ceiling 1.220x,ABOVE CEILING: 1.963x vs modelled ceiling 1.220x,campaign: ABOVE CEILING: 1.928x vs modelled ceiling 1.220x; control: ABOVE CEILING: 1.963x vs modelled ceiling 1.220x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,0.018,,
#3 ResAdd + RMSNorm,-,f03,decode_bs32,classic,none,NOTHING-TO-DISABLE,2.2024,2.102,0.9544,-0.1003,-0.0456,-0.0607,0.047,decode-minmax,NOISE-FLOOR,0.058528,0.0688,0.129504,0.144576,none,none,BN4096 ROWS1 w4 s2,BN8192 ROWS1 w16 s1,ABOVE CEILING: 2.202x vs modelled ceiling 1.250x,ABOVE CEILING: 2.102x vs modelled ceiling 1.250x,campaign: ABOVE CEILING: 2.202x vs modelled ceiling 1.250x; control: ABOVE CEILING: 2.102x vs modelled ceiling 1.250x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; this family defines the drift band and therefore has no verdict of its own; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.0456,,
#4 ResAdd + RMSNorm + Router,F4,f04f05,decode_bs32,classic,warp_specialize|clusters,ENGAGED,1.3817,0.6608,0.4783,-0.7209,-0.5217,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.109344,0.080864,0.148512,0.052928,none,none,BM16 BK128 BE32 NBK256 w8 s2,BM16 BK128 BE32 NBK256 w8 s2,ABOVE CEILING: 1.382x vs modelled ceiling 1.166x,,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: ABOVE CEILING: 1.382x vs modelled ceiling 1.166x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.5217,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#4 ResAdd + RMSNorm + Router + TopK,F4_topk,f04f05,decode_bs32,classic,warp_specialize|clusters,ENGAGED,1.5624,1.5597,0.9983,-0.0027,-0.0017,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.107072,0.108864,0.172384,0.17408,none,none,BM16 BK128 BE256 w16 s3,BM16 BK128 BE256 w16 s3,DRIFT: paired 1.5624x vs ratio-of-medians 1.6100x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.562x vs modelled ceiling 1.166x,DRIFT: paired 1.5597x vs ratio-of-medians 1.5991x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.560x vs modelled ceiling 1.166x,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: DRIFT: paired 1.5624x vs ratio-of-medians 1.6100x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.562x vs modelled ceiling 1.166x; control: DRIFT: paired 1.5597x vs ratio-of-medians 1.5991x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.560x vs modelled ceiling 1.166x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.0017,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#5 RMSNorm + Router,F5,f04f05,decode_bs32,classic,warp_specialize|clusters,ENGAGED,1.4159,0.6412,0.4529,-0.7747,-0.5471,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.109824,0.073888,0.153792,0.047392,warp-spec,none,BM16 BK128 BE64 NBK256 w8 s2 WS,BM16 BK128 BE64 NBK256 w8 s2,ABOVE CEILING: 1.416x vs modelled ceiling 1.099x,,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: ABOVE CEILING: 1.416x vs modelled ceiling 1.099x; campaign Hopper axes selected by the tuner: fused=warp-spec / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.5471,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#5 RMSNorm + Router + TopK,F5_topk,f04f05,decode_bs32,classic,warp_specialize|clusters,ENGAGED,1.6654,0.6165,0.3702,-1.0489,-0.6298,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.110368,0.089312,0.184768,0.055104,none,none,BM16 BK128 BE256 w16 s3,BM16 BK128 BE256 w16 s3,ABOVE CEILING: 1.665x vs modelled ceiling 1.099x,,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: ABOVE CEILING: 1.665x vs modelled ceiling 1.099x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.6298,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
