fusion,variant,family,regime,arm,offered_axes,engagement,hopper_speedup,classic_speedup,ratio,delta_abs,delta_rel,band_lo,band_hi,band_basis,verdict,hopper_fused_ms,classic_fused_ms,hopper_unfused_ms,classic_unfused_ms,hopper_axes_selected,classic_axes_selected,hopper_mapping_fused,classic_mapping_fused,hopper_flags,classic_flags,notes,delta_rel_raw,exclusion,exclusion_reason
#1 o_proj + ResAdd,triton,f01,decode_bs256,classic,tma|warp_specialize|clusters,ENGAGED,1.0006,1.003,1.0024,0.0024,0.0024,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.21232,0.21376,0.208768,0.214432,"TMA, warp-spec",none,BM64 BN128 BK64 GM8 SK2 w8 s3 TMA WS,BM128 BN256 BK64 GM8 SK2 w8 s4,,,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 124498/143771 MiB at [hw after ] 2026-08-11 14:47:29 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 14:47:30 it reported pid 2916934 VLLM::Worker_TP0_EP0 (121.6 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign Hopper axes selected by the tuner: fused=TMA, warp-spec / unfused=TMA, warp-spec; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",0.0024,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 124498/143771 MiB at [hw after ] 2026-08-11 14:47:29 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 14:47:30 it reported pid 2916934 VLLM::Worker_TP0_EP0 (121.6 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#10 Expert Merge + ResAdd,-,f10,decode_bs256,classic,none,NOTHING-TO-DISABLE,2.0312,2.0782,1.0232,0.047,0.0232,-0.0607,0.047,decode-minmax,NOISE-FLOOR,0.08128,0.075264,0.163008,0.15584,none,none,BN1024 ROWS1 KVEC0 UNROLL1 EVICT1 w4 s1,BN256 ROWS1 KVEC1 UNROLL1 EVICT1 w1 s1,ABOVE CEILING: 2.031x vs modelled ceiling 1.200x,ABOVE CEILING: 2.078x vs modelled ceiling 1.200x,campaign: ABOVE CEILING: 2.031x vs modelled ceiling 1.200x; control: ABOVE CEILING: 2.078x vs modelled ceiling 1.200x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; this family defines the drift band and therefore has no verdict of its own; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,0.0232,,
#11a Lazy Pre-Norm -> w13 grouped GEMM,lazy pre-norm (prologue),f11,decode_bs256,classic,warp_specialize,ENGAGED,0.9922,0.9897,0.9975,-0.0025,-0.0025,-0.0607,0.047,decode-minmax,INSIDE,2.849888,2.856224,2.827552,2.826592,none,none,BM16 BN128 BK128 GM8 w2 s3,BM16 BN128 BK128 GM8 w2 s4,,,campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.0025,,
#11a+#11b combined (one norm charged once),combined,f11,decode_bs256,classic,warp_specialize,ENGAGED,0.9843,0.9813,0.997,-0.003,-0.003,-0.0607,0.047,decode-minmax,INSIDE,2.890112,2.896992,2.844288,2.842432,none,none,,,,,campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.003,,
#11b Lazy Pre-Norm -> router GEMM,lazy pre-norm (prologue),f11,decode_bs256,classic,warp_specialize,ENGAGED,1.8697,1.846,0.9873,-0.0237,-0.0127,-0.0607,0.047,decode-minmax,INSIDE,0.098976,0.085952,0.185632,0.157824,warp-spec,none,BM16 BN32 BK128 GM1 w8 s4 WS,BM16 BN128 BK128 GM8 w8 s5,,,campaign Hopper axes selected by the tuner: fused=warp-spec / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; inside the drift band -- nothing is shown; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.0127,,
#3 ResAdd + RMSNorm,-,f03,decode_bs256,classic,none,NOTHING-TO-DISABLE,2.0325,1.9676,0.9681,-0.0649,-0.0319,-0.0607,0.047,decode-minmax,NOISE-FLOOR,0.073152,0.094816,0.152256,0.185088,none,none,BN8192 ROWS1 EVICT1 w8 s1,BN8192 ROWS2 CAP1056 w16 s2,DRIFT: paired 2.0325x vs ratio-of-medians 2.0814x differ by >2%; the machine moved during this cell; ABOVE CEILING: 2.033x vs modelled ceiling 1.250x,ABOVE CEILING: 1.968x vs modelled ceiling 1.250x,campaign: DRIFT: paired 2.0325x vs ratio-of-medians 2.0814x differ by >2%; the machine moved during this cell; ABOVE CEILING: 2.033x vs modelled ceiling 1.250x; control: ABOVE CEILING: 1.968x vs modelled ceiling 1.250x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; this family defines the drift band and therefore has no verdict of its own; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us,-0.0319,,
#4 ResAdd + RMSNorm + Router,F4,f04f05,decode_bs256,classic,warp_specialize|clusters,ENGAGED,1.4593,1.5533,1.0644,0.094,0.0644,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.130208,0.12384,0.18736,0.193664,none,none,BM16 BK128 BE32 NBK256 w8 s2,BM16 BK128 BE32 NBK256 w8 s2,ABOVE CEILING: 1.459x vs modelled ceiling 1.393x,ABOVE CEILING: 1.553x vs modelled ceiling 1.393x,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: ABOVE CEILING: 1.459x vs modelled ceiling 1.393x; control: ABOVE CEILING: 1.553x vs modelled ceiling 1.393x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",0.0644,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#4 ResAdd + RMSNorm + Router + TopK,F4_topk,f04f05,decode_bs256,classic,warp_specialize|clusters,ENGAGED,1.8637,1.9152,1.0276,0.0515,0.0276,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.130688,0.13264,0.234304,0.248096,none,none,BM16 BK128 BE256 w16 s3,BM16 BK128 BE256 w16 s3,DRIFT: paired 1.8637x vs ratio-of-medians 1.7929x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.864x vs modelled ceiling 1.393x,DRIFT: paired 1.9152x vs ratio-of-medians 1.8704x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.915x vs modelled ceiling 1.393x,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: DRIFT: paired 1.8637x vs ratio-of-medians 1.7929x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.864x vs modelled ceiling 1.393x; control: DRIFT: paired 1.9152x vs ratio-of-medians 1.8704x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.915x vs modelled ceiling 1.393x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",0.0276,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#5 RMSNorm + Router,F5,f04f05,decode_bs256,classic,warp_specialize|clusters,ENGAGED,1.5502,1.5139,0.9766,-0.0363,-0.0234,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.133728,0.122656,0.206176,0.178976,none,none,BM16 BK128 BE32 NBK256 w8 s2,BM16 BK128 BE64 NBK256 w8 s2,ABOVE CEILING: 1.550x vs modelled ceiling 1.324x,DRIFT: paired 1.5139x vs ratio-of-medians 1.4592x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.514x vs modelled ceiling 1.324x,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: ABOVE CEILING: 1.550x vs modelled ceiling 1.324x; control: DRIFT: paired 1.5139x vs ratio-of-medians 1.4592x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.514x vs modelled ceiling 1.324x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.0234,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
#5 RMSNorm + Router + TopK,F5_topk,f04f05,decode_bs256,classic,warp_specialize|clusters,ENGAGED,1.9651,1.9419,0.9882,-0.0232,-0.0118,-0.0607,0.047,decode-minmax,TENANT-CONTAMINATED,0.134912,0.124288,0.263424,0.234272,none,none,BM16 BK128 BE256 w16 s3,BM16 BK128 BE256 w16 s3,ABOVE CEILING: 1.965x vs modelled ceiling 1.324x,DRIFT: paired 1.9419x vs ratio-of-medians 1.8849x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.942x vs modelled ceiling 1.324x,"EXCLUDED (TENANT-CONTAMINATED) -- RE-MEASURE: measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log.; campaign: ABOVE CEILING: 1.965x vs modelled ceiling 1.324x; control: DRIFT: paired 1.9419x vs ratio-of-medians 1.8849x differ by >2%; the machine moved during this cell; ABOVE CEILING: 1.942x vs modelled ceiling 1.324x; campaign Hopper axes selected by the tuner: fused=none / unfused=none; control Hopper axes selected by the tuner: fused=none / unfused=none; EXCLUDED and marked for RE-MEASUREMENT: this family was measured while another process held the card, and the campaign baseline it is diffed against was measured on an idle card. A neighbour holding most of a 143.8 GB card does not add noise to a memory-bound ratio, it removes the comparison. The delta is printed for inspection and enters no band, no aggregate and no verdict; campaign card b2318e71 floor 36.9 us / control card b2318e71 floor 39.5 us",-0.0118,TENANT-CONTAMINATED,"measured on a card that was NOT idle, against a campaign baseline that was: the card held 63259/143771 MiB at [hw after ] 2026-08-11 15:51:16 against 0 MiB at [hw before] -- a neighbour arrived at an unrecorded point inside the measuring window, so no cell of this family can be exonerated; the driver named this family: at 2026-08-11 15:51:18 it reported pid 3254840 /usr/bin/python (61.8 GB) on GPU 0. Source: /home/shuhan/fusion/log/run_control_h200/driver.log."
